typestatus	standard	vetted
HOLOTYPE OF SPHAERODACTYLUS NYCTEROPUS, THOMAS AND SCHWARTZ, 1977, ANN. CARNEGIE MUS., 46:41	holotype	1
HOLOTYPE OF SPHAERODACTYLUS OLIVERI	holotype	1
HOLOTYPE OF SPHAERODACTYLUS RANDI METHORIUS, SCHWARTZ, 1977, PROC. BIOL. SOC. WASHINGTON, 90:248	holotype	1
HOLOTYPE OF SPHAERODACTYLUS STREPTOPHORUS SPHENOPHANES, THOMAS AND SCHWARTZ, 1983, BULL. CARNEGIE MUS. NAT. HIST. (22):50	holotype	1
HOLOTYPE OF SPHAERODACTYLUS STREPTOPHORUS, THOMAS AND SCHWARTZ, 1977, ANN. CARNEGIE MUS., 46:34	holotype	1
HOLOTYPE OF SPHAERODACTYLUS UNDERWOODI, SCHWARTZ, 1968, ANN. CARNEGIE MUS., 39:250	holotype	1
HOLOTYPE OF SPHAERODACTYLUS ZYGAENA, SCHWARTZ AND THOMAS, 1977, J. HERPETOL., 11:63	holotype	1
HOLOTYPE OF SPHENOMORPHUS ARBORENS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:373	holotype	1
HOLOTYPE OF SPHENOMORPHUS LEDNICKYI, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:120	holotype	1
HOLOTYPE OF SPILOCUSCUS RUFONIGER ((TATE))	holotype	1
HOLOTYPE OF SPILOGALE PUTORIUS LEUCOPARIA (MERRIAM)	holotype	1
HOLOTYPE OF SPILOGALE PYGMAEA AUSTRALIS (HALL)	holotype	1
HOLOTYPE OF SPINUS SANTAECRUCIS, TODD, W. E. C. 1926. A STUDY OF THE NEOTROPICAL FINCHES OF THE GENUS SPINUS. ANNALS CARNEGIE MUSEUM, 11-82. PAGE 47, PUBLISHED 9 JUNE 1926.	holotype	1
HOLOTYPE OF SPIZAETUS ORNATUS VICARIUS, FRIEDMANN, H. 1935. A NEW RACE OF THE CRESTED EAGLE-HAWK SPIZAETUS ORNATUS **INCORRECTLY LISTED AS MANATOL LAGOON**. J. WASH. ACAD. SCI., 450-451. PAGE 451, PUBLISHED 15 OCTOBER 1935.	holotype	1
HOLOTYPE OF SPONDYLURUS ANEGADAE	holotype	1
HOLOTYPE OF SPONDYLURUS MONAE	holotype	1
HOLOTYPE OF SPORATHRAUPIS CYANOCEPHALA HYPOPHAEA, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 128, PUBLISHED 27 JULY 1917.	holotype	1
HOLOTYPE OF SPOROPHILA AMERICANA DISPAR, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 90, PUBLISHED 12 JULY 1922.	holotype	1
HOLOTYPE OF SPOROPHILA CASTANEIVENTRIS ROSTRATA, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.	holotype	1
HOLOTYPE OF SPOROPHILA CRISSALIS, CARRIKER, JR., M. A. 1908. BRIEF DESCRIPTIONS OF SOME NEW SPECIES OF BIRDS FROM COSTA RICA AND A RECORD OF SOME SPECIES NOT HITHERTO REPORTED FROM THAT COUNTRY. ANNALS CARNEGIE MUSEUM, 301-302. PAGE 301, PUBLISHED 1 APRIL	holotype	1
HOLOTYPE OF SPOROPHILA HAPLOCHROMA, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 200, PUBLISHED 20 MAY 1912.	holotype	1
HOLOTYPE OF SPOROPHILA HYPOCHROMA, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 79, PUBLISHED 13 APRIL 1915.	holotype	1
HOLOTYPE OF SPOROPHILA LINEOLA RESTRICTA, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 128, PUBLISHED 27 JULY 1917.	holotype	1
HOLOTYPE OF STACHYRIS CAPITALIS ISABELAE, PARKES, K. C. 1963. A NEW SUBSPECIES OF TREE-BABBLER FROM THE PHILIPPINES. AUK, 543-544. PAGE 543, PUBLISHED 31 OCTOBER 1963.	holotype	1
HOLOTYPE OF STEATOMYS KREBSI ANGOLENSIS (HILL & CARTER)	holotype	1
HOLOTYPE OF STEATOMYS PRATENSIS BOCAGEI (THE CORYNDON MUSEUM)	holotype	1
HOLOTYPE OF STENOMYS RICHARDSONI ((TATE))	holotype	1
HOLOTYPE OF STENOMYS VANDEUSENI ((TAYLOR & CALABY))	holotype	1
HOLOTYPE OF STORERIA DEKAYI TEXANA, TRAPIDO, 1944, AMER. MUS., 7:195	holotype	1
HOLOTYPE OF STORERIA DEKAYI WRIGHTORUM	holotype	1
HOLOTYPE OF STREPTOPROCNE ZONARIS SUBTROPICALIS, PARKES, K. C. 1994. TAXONOMIC NOTES ON THE WHITE-COLLARED SWIFT (STREPTOPROCNE ZONARIS). AVOCETTA, 95-100. PAGE 99, PUBLISHED 1994.	holotype	1
HOLOTYPE OF STRIGOCUSCUS CELEBENSIS FEILERI ((GROVES))	holotype	1
HOLOTYPE OF STRIGOCUSCUS PELEGENSIS MENDENI ((FEILER))	holotype	1
HOLOTYPE OF STRIGOCUSCUS PELENGENSIS PELENGENSIS (TATE)	holotype	1
HOLOTYPE OF STRIX CAYELII (HARTERT, 1900)	holotype	1
HOLOTYPE OF STURNIRA LILIUM ZYGOMATICUS (JONES & PHILLIPS, 1976)	holotype	1
HOLOTYPE OF STURNIRA LUDOVICI (ANTHONY, 1924)	holotype	1
HOLOTYPE OF STURNIRA LUDOVICI LUDOVICI (GOODWIN)	holotype	1
HOLOTYPE OF STURNIRA TILDAE	holotype	1
HOLOTYPE OF STYLODIPUS TELUM ANDREWSI (ALLEN)	holotype	1
HOLOTYPE OF SUBLEGATUS GLABER OBSCURIOR, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 72, PUBLISHED 30 DECEMBER 1920.	holotype	1
HOLOTYPE OF SULA NEBOUXII EXCISA, TODD, W. E. C. 1948. A NEW BOOBY AND A NEW IBIS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 49-50. PAGE 49, PUBLISHED 30 APRIL 1948.	holotype	1
HOLOTYPE OF SUNCUS MURINUS ((LINNEAUS))	holotype	1
HOLOTYPE OF SYLVIA HORTENSIS CYRENAICAE (SVENSSON, 2012)	holotype	1
HOLOTYPE OF SYLVICAPRA GRIMMIA STEINHARDTI (ZUKOWSKY)	holotype	1
HOLOTYPE OF SYLVIETTA LEUCOPHRYS ARILEUCA, PARKES, K. C. 1987. TAXONOMIC NOTES ON SOME AFRICAN WARBLERS (AVES: SYLVIINAE). ANNALS CARNEGIE MUSEUM, 231-243. PAGE 242, PUBLISHED 28 AUGUST 1987.	holotype	1
HOLOTYPE OF SYLVILAGUS AQUATICUS AQUATICUS	holotype	1
HOLOTYPE OF SYLVILAGUS AQUATICUS AQUATICUS ((BACHMAN))	holotype	1
HOLOTYPE OF SYLVILAGUS AUDUBONII	holotype	1
HOLOTYPE OF SYLVILAGUS AUDUBONII CONFINIS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS AUDUBONII PARVULUS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS BACHMANI CERROSENSIS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS CHILLAE (ANTHONY)	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS CONSOBRINUS (ANTHONY)	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS FULVESCENS (ALLEN)	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS GABBI ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS KELLOGGI (ANTHONY)	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS SALENTUS (ALLEN)	holotype	1
HOLOTYPE OF SYLVILAGUS BRASILIENSIS SURDASTER (THE CORYNDON MUSEUM)	holotype	1
HOLOTYPE OF SYLVILAGUS CUNICULARIS INSOLITUS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS AZTECUS	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS AZTECUS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS CHAPMANI ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS FLORIDANUS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS HOLZNERI ((MEARNS))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS MEARNSI	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS MEARNSI ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS RUSSATUS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS FLORIDANUS SUPERCILIARIS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS NUTTALLII GRANGERI ((ALLEN))	holotype	1
HOLOTYPE OF SYLVILAGUS NUTTALLII PINETIS ((ALLEN))	holotype	1
HOLOTYPE OF SYLVISOREX ORIUNDUS	holotype	1
HOLOTYPE OF SYMPLECTES AMAUROCEPHALUS ANALOGUS, TODD, W. E. C. 1932. A NEW WEAVER-BIRD FROM CAMEROUN. PROC. BIOL. SOC. WASH., 221-222. PAGE 221, PUBLISHED 26 NOVEMBER 1932.	holotype	1
HOLOTYPE OF SYNALLAXIS ALBESCENS GRISEONOTA, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 37, PUBLISHED 15 OCTOBER 1948.	holotype	1
HOLOTYPE OF SYNALLAXIS ALBESCENS LITTORALIS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 36, PUBLISHED 15 OCTOBER 1948.	holotype	1
HOLOTYPE OF SYNALLAXIS ALBESCENS PERPALLIDA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.	holotype	1
HOLOTYPE OF SYNALLAXIS CABANISI OBSCURIOR, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 37, PUBLISHED 15 OCTOBER 1948.	holotype	1
HOLOTYPE OF SYNALLAXIS CERTHIOLA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.	holotype	1
HOLOTYPE OF SYNAPTOMYS BOREALIS CHAPMANI (ALLEN)	holotype	1
HOLOTYPE OF SYNAPTOMYS BOREALIS DALLI (MERRIAM)	holotype	1
HOLOTYPE OF SYNTHEOSCIURUS BROCHUS POASENSIS ((GOODWIN))	holotype	1
HOLOTYPE OF SYRRHOPHUS DENNISI	holotype	1
HOLOTYPE OF SYRRHOPHUS MODESTUS PALLIDUS	holotype	1
HOLOTYPE OF SYRRHOPHUS TERETISTES	holotype	1
HOLOTYPE OF T.P. RAFAELENSIS	holotype	1
HOLOTYPE OF TADARIDA BRASILIENSIS ((GEOFFROY))	holotype	1
HOLOTYPE OF TAENIOTRICCUS KLAGESI, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 94, PUBLISHED 15 JULY 1925.	holotype	1
HOLOTYPE OF TAEROMYS ARCUATUS ((TATE & ARCHBOLD))	holotype	1
HOLOTYPE OF TAEROMYS CALLITRICHUS MICROBULLATUS ((TATE & ARCHBOLD))	holotype	1
HOLOTYPE OF TAMANDUA MEXICANA CHIRIQUENSIS (ALLEN)	holotype	1
HOLOTYPE OF TAMANDUA MEXICANA INSTABILIS (ALLEN)	holotype	1
HOLOTYPE OF TAMANDUA MEXICANA MEXICANA (ALLEN)	holotype	1
HOLOTYPE OF TAMANDUA MEXICANA PUNENSIS (ALLEN)	holotype	1
HOLOTYPE OF TAMANDUA TETRADACTYLA STRAMINEA ((COPE))	holotype	1
HOLOTYPE OF TAMIAS AMOENUS AFFINIS (ALLEN)	holotype	1
HOLOTYPE OF TAMIAS AMOENUS AMOENUS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIAS DORSALIS DORSALIS ((BAIRD))	holotype	1
HOLOTYPE OF TAMIAS DURANGAE ((ALLEN))	holotype	1
HOLOTYPE OF TAMIAS MERRIAMI MERRIAMI (ALLEN)	holotype	1
HOLOTYPE OF TAMIAS MERRIAMI PRICEI (ALLEN)	holotype	1
HOLOTYPE OF TAMIAS MINIMUS CONSOBRINUS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIAS QUADRIVITTATUS AFFINIS	holotype	1
HOLOTYPE OF TAMIAS SIBIRICUS ALBOGULARIS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIAS SPECIOSUS FRATER (ALLEN)	holotype	1
HOLOTYPE OF TAMIAS STRIATUS GRISEUS	holotype	1
HOLOTYPE OF TAMIAS UMBRINUS ADSITUS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIASCIURUS DOUGLASII ALBOLIMBATUS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS COLUMBIENSIS	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS DAKOTENSIS	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS DAKOTENSIS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS GRAHAMENSIS ((ALLEN))	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS LANUGINOSUS ((BACHMAN))	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS MINNESOTA ((ALLEN))	holotype	1
HOLOTYPE OF TAMIASCIURUS HUDSONICUS STREATORI ((ALLEN))	holotype	1
HOLOTYPE OF TAMIOPS MARITIMUS HAINANUS (ALLEN)	holotype	1
HOLOTYPE OF TAMIOPS MARITIMUS MARITIMUS ((BONHOTE))	holotype	1
HOLOTYPE OF TAMIOPS MCCLELLANDI COLLINUS	holotype	1
HOLOTYPE OF TANAGRA PORTORICENSIS BRYANT	holotype	1
HOLOTYPE OF TANAGRA RUFIVENTRIS COLORATA, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 169, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF TANGARA BOLIVIANA LATERALIS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 91, PUBLISHED 12 JULY 1922.	holotype	1
HOLOTYPE OF TANGARA CAYANA FULVESCENS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 92, PUBLISHED 12 JULY 1922.	holotype	1
HOLOTYPE OF TANGARA CHRYSOTIS COCHABAMBAE, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS **INCORRECTLY LISTED IN TYPE CAT AS YUNGAS DE COCHABAMBA**. PROC. BIOL. SOC. WASH., 121-124. PAGE 121, PUBLISHED 8 JULY 1924.	holotype	1
HOLOTYPE OF TANGARA GUTTATA EUSTICTA, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 202, PUBLISHED 20 MAY 1912.	holotype	1
HOLOTYPE OF TANGARA GUTTATA TRINITATIS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 203, PUBLISHED 20 MAY 1912.	holotype	1
HOLOTYPE OF TANTILLA BAIRDI	holotype	1
HOLOTYPE OF TANTILLA CORONADOI	holotype	1
HOLOTYPE OF TANTILLA GRACILIS	holotype	1
HOLOTYPE OF TANTILLA MORGANI	holotype	1
HOLOTYPE OF TANTILLA PETERSI	holotype	1
HOLOTYPE OF TAPHOZOUS TROUGHTONI	holotype	1
HOLOTYPE OF TAPIRUS TERRESTRIS TERRESTRIS (LINNEAUS)	holotype	1
HOLOTYPE OF TATEOMYS RHINOGRADOIDES	holotype	1
HOLOTYPE OF TATERA BRANTSII HUMPATENSIS (HILL & CARTER)	holotype	1
HOLOTYPE OF TATERA ROBUSTA ROBUSTA ((CRETZSCHMAR))	holotype	1
HOLOTYPE OF TATERA VALIDA VALIDA ((BOCAGE))	holotype	1
HOLOTYPE OF TATERILLUS EMINI ((THE CORYNDON MUSEUM))	holotype	1
HOLOTYPE OF TAYASSU PECARI (LINK)	holotype	1
HOLOTYPE OF TELMATOBIUS RIMAC	holotype	1
HOLOTYPE OF TERENURA HUMERALIS TRANSFLUVIALIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 160, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF TERPSIPHONE RUFOCINEREA BANNERMANI, CHAPIN, J. P. 1948. TWO NEW PASSERINE BIRDS FROM ANGOLA. ANNALS CARNEGIE MUSEUM, 1-4. PAGE 3, PUBLISHED 26 FEBRUARY 1948.	holotype	1
HOLOTYPE OF THAMNODYNASTES CEIBAE	holotype	1
HOLOTYPE OF THAMNODYNASTES LANEI	holotype	1
HOLOTYPE OF THAMNOMYS KEMPI MAJOR	holotype	1
HOLOTYPE OF THAMNOMYS VENUSTUS (THE CORYNDON MUSEUM)	holotype	1
HOLOTYPE OF THAMNOPHILUS AMAZONICUS PARAENSIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 154, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS DOLIATUS HETEROLEUCUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 172, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF THAMNOPHILUS INCERTUS ATRICEPS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 152, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS MULTISTRIATUS BRACHYURUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 151, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS MURINUS CANIPENNIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 153, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS MURINUS CAYENNENSIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 153, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS NIGRICEPS MAGDALENAE, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 152, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHILUS PUNCTATUS SATURATUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 153, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF THAMNOPHIS MENDAX	holotype	1
HOLOTYPE OF THAMNOPHIS NIGRONUCHALIS	holotype	1
HOLOTYPE OF THAMNOPHIS RUTHVENI	holotype	1
HOLOTYPE OF THERISTICUS CAUDATUS HYPERORIUS, TODD, W. E. C. 1948. A NEW BOOBY AND A NEW IBIS FROM SOUTH AMERICA. PROC. BIOL. SOC. WASH., 49-50. PAGE 50, PUBLISHED 30 APRIL 1948.	holotype	1
HOLOTYPE OF THLYPOPSIS FULVICEPS INTENSA, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 128, PUBLISHED 27 JULY 1917.	holotype	1
HOLOTYPE OF THOMASOMYS AUREUS AUREUS ((TOMES))	holotype	1
HOLOTYPE OF THOMASOMYS AUREUS POPAYANUS (ALLEN)	holotype	1
HOLOTYPE OF THOMASOMYS BOMBYCINUS	holotype	1
HOLOTYPE OF THOMASOMYS CINEREIVENTER CINEREIVENTER (ALLEN)	holotype	1
HOLOTYPE OF THOMASOMYS CINEREIVENTER CONTRADICTUS	holotype	1
HOLOTYPE OF THOMASOMYS CINEREIVENTER DISPAR	holotype	1
HOLOTYPE OF THOMASOMYS CINEREIVENTER ERRO (ANTHONY)	holotype	1
HOLOTYPE OF THOMASOMYS CINEREUS CAUDIVARIUS (ANTHONY)	holotype	1
HOLOTYPE OF THOMASOMYS DAPHNE AUSTRALIS	holotype	1
HOLOTYPE OF THOMASOMYS GRACILIS CINNAMEUS (ANTHONY)	holotype	1
HOLOTYPE OF THOMASOMYS GRACILIS HUDSONI (ANTHONY)	holotype	1
HOLOTYPE OF THOMASOMYS LADEWI	holotype	1
HOLOTYPE OF THOMASOMYS OREAS	holotype	1
HOLOTYPE OF THOMASOMYS PYRRHONOTUS AURICULARIS (ANTHONY)	holotype	1
HOLOTYPE OF THOMASOMYS RHOADSI FUMEUS	holotype	1
HOLOTYPE OF THOMASOMYS SILVESTRIS	holotype	1
HOLOTYPE OF THOMOMYS AUREUS AUREUS	holotype	1
HOLOTYPE OF THOMOMYS BOTTAE AUREUS (ALLEN)	holotype	1
HOLOTYPE OF THOMOMYS BOTTAE CERVINUS (ALLEN)	holotype	1
HOLOTYPE OF THOMOMYS BOTTAE MARTIRENSIS (ALLEN)	holotype	1
HOLOTYPE OF THOMOMYS BOTTAE TOLTECUS (ALLEN)	holotype	1
HOLOTYPE OF THOMOMYS TALPOIDES FOSSOR	holotype	1
HOLOTYPE OF THOMOMYS TALPOIDES FOSSOR (ALLEN)	holotype	1
HOLOTYPE OF THOMOMYS TALPOIDES RUFESCENS (WIED-NEUWIED)	holotype	1
HOLOTYPE OF THOMOMYS UMBRINUS EVEXUS	holotype	1
HOLOTYPE OF THRAUPIS PALMARUM ATRIPENNIS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 92, PUBLISHED 12 JULY 1922.	holotype	1
HOLOTYPE OF THRIPOPHAGA FUSCICEPS OBIDENSIS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 26 MAY 1925.	holotype	1
HOLOTYPE OF THRYOMANES BEWICKI NICEAE, SUTTON, G. M. 1934. A NEW BEWICK'S WREN FROM THE WESTERN PANHANDLE OF OKLAHOMA. AUK, 217-220. PAGE 217, PUBLISHED APRIL 1934.	holotype	1
HOLOTYPE OF THRYOMANES BEWICKII ATRICAUDA	holotype	1
HOLOTYPE OF THRYOMANES BEWICKII MAGDALENSIS	holotype	1
HOLOTYPE OF THRYOPHILUS GRISEUS, TODD, W. E. C. 1925. SIXTEEN NEW BIRDS FROM BRAZIL AND GUIANA. PROC. BIOL. SOC. WASH., 91-100. PAGE 91, PUBLISHED 15 JULY 1925.	holotype	1
HOLOTYPE OF THRYOTHORUS CERROENSIS, ANTHONY, A. W. 1897. NEW BIRDS FROM THE ISLANDS AND PENINSULA OF LOWER CALIFORNIA. AUK, 164-168. PAGE 166, PUBLISHED APRIL 1897.	holotype	1
HOLOTYPE OF THRYOTHORUS LEUCOPHRYS, ANTHONY, A. W. 1895. A NEW SPECIES OF THRYOTHORUS FROM THE PACIFIC COAST **COLLECTION DATE MISSING FROM TYPE CATALOGUE**. AUK, 51-52. PAGE 52, PUBLISHED JANUARY 1895. BECAME A SUBSPECIES HOLOTYPE-SEE REMARKS	holotype	1
HOLOTYPE OF THRYOTHORUS RUFALBUS SYLVUS, PHILLIPS, A. R. 1986. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 164. PAGE 164, PUBLISHED 1986.	holotype	1
HOLOTYPE OF THYLOGALE STIGMATICA ORIOMO ((TATE & ARCHBOLD))	holotype	1
HOLOTYPE OF TITYRA SEMIFASCIATA HETEROMELAENA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 96, PUBLISHED 6 JUNE 1916.	holotype	1
HOLOTYPE OF TODIROSTRUM LATIROSTRE AUSTRORIPARIUM, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 298, PUBLISHED 15 FEBRUARY 1952.	holotype	1
HOLOTYPE OF TODIROSTRUM LATIROSTRE DIFFICILE, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 254, PUBLISHED 16 NOVEMBER 1937.	holotype	1
HOLOTYPE OF TODIROSTRUM SCHISTACEICEPS GRISEOLUM, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	1
